,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
2137,Uros Medic, 7-0-0,THE DOCTOR," 6' 1"""," 71""",155, Southpaw," Apr 25, 1993",19.91,0.52,77.0,86.0,0.0,0.0,100.0,0.0
2138,Todd Medina, 11-9-0 (1 NC),EL TIBURON," 5' 10""", --,193, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,Jason Medina, 21-15-1,," 5' 9""", --,180,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,Emil Meek, 9-5-1 (1 NC),VALHALLA," 5' 11"""," 74""",170, Switch," Aug 20, 1988",2.52,2.53,39.0,38.0,0.25,33.0,47.0,1.0
2141,Sanford Alton Meeks, 1-1-0,," 6' 5"""," 75""",265, Orthodox," Apr 05, 1994",0.71,4.47,42.0,38.0,7.06,25.0,0.0,0.0
2142,Gerald Meerschaert, 32-14-0,GM3," 6' 1"""," 77""",185, Southpaw," Dec 18, 1987",3.31,3.6,43.0,51.0,2.28,43.0,43.0,1.8
2143,Frank Megallon, 2-3-0,," 5' 10""", --,185, Southpaw, --,1.14,5.32,21.0,54.0,0.0,0.0,0.0,0.0
2144,Derrick Mehmen, 19-9-0,CAVEMAN," 6' 4""", --,205,," May 30, 1985",1.93,4.53,14.0,48.0,1.0,16.0,0.0,0.0
2145,Miika Mehmet, 3-5-0,, --, --,205, Orthodox, --,0.33,7.29,12.0,24.0,0.0,0.0,0.0,0.0
2146,Jordan Mein, 31-12-0,YOUNG GUN," 6' 0"""," 73""",170, Orthodox," Oct 10, 1989",3.35,2.55,44.0,69.0,1.56,58.0,66.0,0.2
2147,Bryce Mejia, 3-1-0,," 6' 1""", --,170,, --,3.49,6.98,62.0,50.0,0.0,0.0,0.0,0.0
2148,Brian Melancon, 7-3-0,," 5' 8""", --,170, Orthodox," May 28, 1982",4.18,3.64,49.0,64.0,2.02,100.0,66.0,0.0
2149,Brandon Melendez, 25-25-0,THE MURDERER," 5' 11""", --,155, Southpaw," Mar 24, 1983",0.84,0.56,26.0,63.0,0.0,0.0,25.0,0.0
2150,Gilbert Melendez, 22-8-0,EL NINO," 5' 9"""," 73""",145, Orthodox," Apr 12, 1982",3.44,2.53,33.0,63.0,1.64,41.0,71.0,0.2
2151,Marcelo Mello, 1-0-0,," 5' 7""", --,170, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,Fabio Mello, 11-8-0,," 5' 5""", --,155, Southpaw, --,0.86,3.94,35.0,50.0,0.0,0.0,0.0,0.0
2153,Vanessa Melo, 11-8-0,," 5' 5"""," 65""",135, Orthodox," Mar 27, 1988",3.48,6.13,30.0,59.0,0.0,0.0,71.0,0.0
2154,Antonio Mendes, 18-13-0,SAMURAI," 6' 3"""," 77""",205, Southpaw," Apr 19, 1981",1.34,6.85,47.0,22.0,2.51,50.0,100.0,0.0
2155,Chad Mendes, 18-5-0,MONEY," 5' 6"""," 66""",145, Orthodox," May 01, 1985",2.78,2.35,49.0,67.0,4.13,55.0,100.0,0.3
2156,Augusto Mendes, 6-2-0,TANQUINHO," 5' 6"""," 65""",135, Orthodox," Mar 03, 1983",2.42,3.91,34.0,56.0,1.75,33.0,80.0,0.0
2157,Eddie Mendez, 8-3-1 (1 NC),," 5' 10""", --,185,," Jan 16, 1984",1.71,3.43,33.0,11.0,0.0,0.0,0.0,0.0
2158,Luis Mendoza, 0-1-0,, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,Pietro Menga, 13-0-0,," 5' 7"""," 68""",125, Southpaw," Feb 15, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,Alonzo Menifield, 10-2-0,ATOMIC," 6' 0"""," 76""",205, Orthodox," Oct 18, 1987",3.31,3.6,48.0,46.0,0.39,14.0,85.0,0.4
2161,Ivan Menjivar, 25-12-0,THE PRIDE OF EL SALVADOR," 5' 6"""," 64""",145, Orthodox," May 30, 1982",2.78,2.76,37.0,65.0,0.56,28.0,38.0,1.0
2162,Dave Menne, 45-17-2,THE WARRIOR," 5' 10""", --,170, Orthodox," Jul 29, 1974",1.84,1.99,44.0,42.0,0.46,50.0,57.0,2.5
2163,Steve Mensing, 9-13-2 (1 NC),THE MACHINE," 5' 11""", --,185, Orthodox," Dec 06, 1977",0.0,9.51,0.0,42.0,0.0,0.0,0.0,0.0
2164,Buck Meredith, 3-3-0,," 6' 2""", --,185,," May 17, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,Adam Meredith, 5-3-0,," 6' 2""", --,170,, --,2.63,2.11,50.0,55.0,7.89,100.0,100.0,7.9
2166,Joe Merritt, 7-2-0,," 6' 0""", --,170, Orthodox," Mar 07, 1984",1.53,0.73,58.0,66.0,0.0,0.0,68.0,0.0
2167,Bruno Mesquita, 12-3-1,KOREA," 5' 6""", --,125,," Jun 28, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,Jeremiah Metcalf, 13-7-0,," 6' 1""", --,185, Orthodox, --,1.74,0.27,59.0,60.0,4.02,66.0,100.0,2.0
2169,Jonathan Meunier, 8-1-0,DISTRICT," 6' 3""", --,170, Switch," Aug 04, 1987",3.47,1.43,50.0,69.0,0.58,33.0,58.0,0.0
2170,Yaotzin Meza, 21-11-0 (1 NC),," 5' 9"""," 71""",145, Orthodox," Feb 04, 1981",1.43,1.62,41.0,64.0,1.06,20.0,18.0,1.4
2171,Guy Mezger, 30-14-2,," 6' 1""", --,200, Orthodox," Jan 01, 1968",2.3,1.36,32.0,72.0,0.39,50.0,88.0,0.0
2172,Brandon Michaels, 4-14-0,," 5' 9""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,Andreas Michailidis, 13-4-0,THE SPARTAN," 6' 0"""," 76""",185, Orthodox," Jul 18, 1988",4.8,4.4,52.0,51.0,0.75,50.0,0.0,0.0
2174,David Michaud, 11-3-0,BULLDAWG," 5' 9""", --,155, Orthodox," Nov 10, 1988",3.25,4.45,43.0,54.0,2.53,58.0,77.0,0.7
2175,Chris Mickle, 30-21-2 (1 NC),," 5' 9""", --,145, Orthodox," Jul 10, 1983",3.03,9.7,27.0,48.0,0.0,0.0,0.0,0.0
2176,Zachary Micklewright, 15-3-0,," 6' 0"""," 74""",155, Southpaw," Aug 21, 1976",5.56,4.72,53.0,54.0,0.7,12.0,100.0,0.0
2177,Kristof Midoux, 6-10-0,THE HURRICANE," 6' 1""", --,220, Orthodox," Jul 30, 1974",0.7,2.89,43.0,49.0,0.0,0.0,0.0,0.0
2178,Keith Mielke, 0-5-0,," 5' 8""", --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,Chris Mierzwiak, 5-3-0,," 6' 1""", --,185,," Feb 14, 1988",1.6,1.73,61.0,48.0,2.0,28.0,0.0,1.0
2180,Gabriel Miglioli, 9-9-0,BIEL," 5' 8""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,Bojan Mihajlovic, 10-6-0,," 5' 11"""," 73""",205, Orthodox," Mar 30, 1980",1.23,5.95,35.0,47.0,0.0,0.0,33.0,0.0
2182,Billy Miles, 2-2-0,THE KID," 5' 10""", --,170, Orthodox," Apr 28, 1978",0.0,1.25,0.0,33.0,0.0,0.0,0.0,0.0
2183,Pat Miletich, 29-7-2,THE CROATIAN SENSATION," 5' 10""", --,170, Orthodox," Mar 09, 1968",1.79,1.66,45.0,63.0,1.96,100.0,54.0,1.0
2184,Curtis Millender, 17-5-0,CURTIOUS," 6' 2"""," 76""",170, Orthodox," Dec 01, 1987",3.86,2.95,46.0,61.0,0.43,100.0,57.0,0.0
2185,Phillip Miller, 16-0-0,," 5' 11""", --,185, Orthodox," Feb 20, 1979",1.61,1.93,54.0,50.0,3.62,25.0,100.0,0.6
2186,Jason Miller, 23-10-0 (1 NC),MAYHEM," 6' 1""", --,185, Orthodox," Dec 24, 1980",1.83,2.3,43.0,49.0,1.31,28.0,43.0,1.3
2187,Dan Miller, 14-8-0 (1 NC),," 6' 1"""," 74""",185, Orthodox," Jun 30, 1981",2.03,3.06,36.0,49.0,1.67,54.0,47.0,1.8
2188,Jim Miller, 32-16-0 (1 NC),A-10," 5' 8"""," 71""",155, Southpaw," Aug 30, 1983",2.65,2.92,40.0,59.0,1.63,43.0,47.0,1.8
2189,Cole Miller, 21-11-0 (1 NC),MAGRINHO," 6' 1"""," 73""",145, Orthodox," Apr 26, 1984",3.0,3.88,33.0,59.0,0.6,36.0,38.0,1.8
2190,Henry Miller, 6-16-0 (1 NC),SENTORYU," 5' 7""", --,270, Southpaw," Jul 16, 1969",1.25,2.16,36.0,54.0,0.55,25.0,60.0,0.0
2191,Micah Miller, 20-8-0 (1 NC),MAVERICK," 6' 0""", --,145, Orthodox," Feb 14, 1987",1.33,2.15,33.0,54.0,0.98,37.0,21.0,2.0
2192,Aaron Miller, 14-10-0 (1 NC),BLOOD SPILLER," 5' 9""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,Mo Miller, 5-0-0,MO SHOW," 5' 9""", --,135,," Aug 10, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,Eddy Millis, 0-2-0,," 6' 1""", --,185,, --,0.0,3.36,0.0,22.0,0.0,0.0,0.0,7.2
2195,Che Mills, 16-10-0 (3 NC),BEAUTIFUL," 6' 1"""," 76""",170, Orthodox," Sep 29, 1982",2.08,2.87,52.0,43.0,1.18,66.0,58.0,0.0
2196,Adam Milstead, 8-4-0,THE PROTOTYPE," 6' 3"""," 76""",205, Orthodox," Jul 03, 1987",3.85,4.79,46.0,43.0,0.0,0.0,64.0,0.0
2197,Alberto Mina, 13-1-0,SOLDIER OF GOD," 6' 0"""," 77""",170, Orthodox," May 02, 1982",3.23,3.7,38.0,47.0,1.85,20.0,50.0,0.0
2198,Vitaly Minakov, 20-0-0,," 6' 2""", --,249,," Feb 06, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,Darrick Minner, 26-12-0,," 5' 7"""," 69""",145, Orthodox," Apr 28, 1990",2.96,1.63,66.0,40.0,3.11,70.0,57.0,4.0
2200,Mike Minniger, 0-0-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,Ikuhisa Minowa, 60-42-8,MINOWAMAN," 5' 9""", --,181, Orthodox," Jan 12, 1976",0.88,1.66,40.0,49.0,1.82,41.0,5.0,1.9
2202,Carlton Minus, 10-3-0 (1 NC),CLUTCH," 5' 10"""," 75""",170, Orthodox," Apr 26, 1993",3.5,4.97,40.0,50.0,0.0,0.0,58.0,0.0
2203,Stipe Miocic, 20-4-0,," 6' 4"""," 80""",240, Orthodox," Aug 19, 1982",4.82,3.82,53.0,54.0,1.86,34.0,68.0,0.0
2204,Frank Mir, 18-11-0,," 6' 3"""," 79""",264, Southpaw," May 24, 1979",2.18,3.84,47.0,38.0,2.02,40.0,54.0,2.0
2205,Juan Miranda, 7-5-0,, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,Mario Miranda, 14-7-0,," 6' 3"""," 74""",185, Orthodox," Jul 12, 1979",1.96,2.46,54.0,36.0,1.02,60.0,54.0,0.0
2207,Vitor Miranda, 12-5-0,LEX LUTHOR," 6' 1"""," 77""",185, Orthodox," Mar 10, 1979",2.98,2.95,45.0,58.0,0.95,55.0,50.0,0.2
2208,Damir Mirenic, 9-4-0,WOLF," 6' 0""", --,185, Orthodox," Aug 02, 1974",0.84,9.86,50.0,35.0,0.0,0.0,0.0,0.0
2209,Kazuo Misaki, 25-11-2 (1 NC),HITMAN," 5' 8""", --,183, Orthodox," Apr 25, 1976",2.85,2.74,40.0,63.0,0.72,38.0,51.0,0.6
2210,Toby Misech, 9-5-0,2 QUICK," 5' 8""", --,145, Southpaw," Mar 07, 1988",3.27,7.73,40.0,46.0,0.0,0.0,0.0,0.0
2211,Dokonjonosuke Mishima, 21-7-2,," 5' 7""", --,155, Southpaw," Apr 19, 1972",1.06,1.22,41.0,52.0,2.47,40.0,25.0,1.4
2212,Felix Lee Mitchell, 2-7-0,, --, --,--, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,David Mitchell, 22-7-0,DAUDI," 6' 0"""," 75""",170, Orthodox," Oct 24, 1979",1.74,2.06,32.0,55.0,0.66,50.0,29.0,2.0
2214,Danny Mitchell, 19-9-1,THE CHEESECAKE ASSASSIN," 6' 2""", --,170, Orthodox," Aug 08, 1986",2.53,2.53,49.0,52.0,0.0,0.0,100.0,3.0
2215,Brad Mitchell, 4-2-0 (1 NC),," 5' 11""", --,145,," Oct 10, 1974",1.15,4.2,33.0,52.0,0.0,0.0,100.0,1.9
2216,Clay Mitchell, 1-2-0,," 6' 2""", --,185,, --,1.63,0.0,85.0,0.0,0.0,0.0,100.0,4.1
2217,Bryce Mitchell, 14-1-0,THUG NASTY," 5' 10"""," 70""",145, Southpaw," Oct 04, 1994",2.29,1.46,61.0,60.0,3.26,46.0,33.0,2.3
2218,Maurice Mitchell, 11-2-0,THE AK KID," 5' 9""", --,145, Orthodox," Jun 29, 1987",3.8,3.54,55.0,60.0,0.0,0.0,100.0,0.0
2219,Roman Mitichyan, 8-3-0,," 5' 10""", --,170, Orthodox," Sep 04, 1978",0.26,2.7,16.0,43.0,1.93,100.0,25.0,1.9
2220,Matt Mitrione, 12-5-0,," 6' 3"""," 82""",265, Switch," Jul 15, 1978",3.55,2.79,50.0,64.0,0.0,0.0,55.0,0.7
2221,Eiji Mitsuoka, 18-9-2,," 5' 7""", --,145, Southpaw," Jan 01, 1976",1.49,2.26,49.0,45.0,2.3,36.0,20.0,1.6
2222,Hiromitsu Miura, 12-7-0,," 5' 9"""," 71""",170, Orthodox," Sep 22, 1981",2.12,2.12,34.0,58.0,2.23,50.0,69.0,0.6
2223,Jonathan Mix, 7-4-0,," 6' 0""", --,168,," Nov 09, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,Tomoya Miyashita, 17-9-7,," 5' 7""", --,139, Southpaw, --,1.67,0.93,65.0,33.0,4.0,80.0,0.0,2.0
2225,Kazuyuki Miyata, 15-9-0,," 5' 8""", --,139, Orthodox, --,2.04,1.82,52.0,63.0,4.31,46.0,68.0,0.0
2226,Motoki Miyazawa, 7-3-0,," 5' 11""", --,168, Southpaw, --,1.23,3.91,28.0,61.0,0.0,0.0,0.0,0.0
2227,Takeya Mizugaki, 21-11-2,," 5' 7"""," 69""",135, Orthodox," Dec 16, 1983",3.37,3.27,37.0,57.0,1.46,57.0,70.0,0.1
2228,Tatsuya Mizuno, 16-12-1,," 6' 1""", --,205, Southpaw," Jun 02, 1981",2.25,3.52,37.0,53.0,1.19,25.0,40.0,3.6
2229,Roxanne Modafferi, 25-19-0,THE HAPPY WARRIOR," 5' 7"""," 69""",125, Orthodox," Sep 24, 1982",3.13,5.03,30.0,53.0,1.42,23.0,30.0,0.1
2230,Bobby Moffett, 13-5-0 (1 NC),THE WOLFMAN," 5' 10"""," 73""",145, Orthodox," Jun 01, 1990",3.41,3.15,39.0,61.0,2.74,66.0,66.0,1.4
2231,Bronson Mohika, 1-1-0,, --, --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,Nate Mohr, 9-7-0,," 5' 9"""," 72""",155, Orthodox," Mar 03, 1983",3.79,2.5,41.0,74.0,0.45,50.0,71.0,0.0
2233,Renato Moicano, 15-4-1,," 5' 11"""," 72""",155, Orthodox," May 21, 1989",5.12,3.43,47.0,65.0,1.96,60.0,78.0,0.7
2234,Thiago Moises, 15-5-0,," 5' 9"""," 70""",155, Orthodox," Mar 23, 1995",2.49,3.81,37.0,58.0,1.03,35.0,60.0,1.2
2235,Ashkan Mokhtarian, 13-3-0,THE ASSASSIN," 5' 6"""," 67""",125, Southpaw," Sep 15, 1985",1.95,3.66,43.0,43.0,0.54,16.0,33.0,0.0
2236,Suman Mokhtarian, 8-5-0,," 5' 8"""," 72""",145, Orthodox," Jun 13, 1992",2.21,6.85,43.0,48.0,0.0,0.0,0.0,0.0
2237,Dan Molina, 13-9-0,," 5' 10""", --,216,," Jun 14, 1984",0.0,5.58,0.0,60.0,0.0,0.0,0.0,20.9
2238,Jeff Molina, 9-2-0,EL JEFE," 5' 6"""," 69""",125, Orthodox," Jul 17, 1997",8.83,6.63,47.0,55.0,0.0,0.0,16.0,0.0
2239,Rudyard Moncayo, 0-3-0,," 5' 10""", --,195, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,Hidetaka Monma, 18-11-4,," 6' 0""", --,168, Orthodox," Oct 23, 1973",1.67,9.76,25.0,34.0,0.0,0.0,0.0,0.0
2241,Jeff Monson, 60-26-1,THE SNOWMAN," 5' 9"""," 74""",247, Orthodox," Jan 18, 1971",0.97,2.87,30.0,59.0,1.06,12.0,66.0,0.7
2242,Darrell Montague, 13-5-0,MONGOOSE," 5' 6"""," 67""",125, Southpaw," Nov 03, 1987",1.92,5.38,25.0,52.0,0.72,25.0,33.0,1.4
2243,Andrew Montanez, 9-12-1,, --, --,185,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,Augusto Montano, 15-3-0,DODGER," 6' 1"""," 73""",170, Orthodox," Oct 25, 1984",3.46,2.66,46.0,56.0,0.0,0.0,66.0,0.0
2245,Erick Montano, 7-5-0,PERRY," 6' 0"""," 73""",170, Orthodox," Nov 19, 1985",2.79,2.06,44.0,64.0,2.29,36.0,66.0,0.0
2246,Nicco Montano, 5-3-0,," 5' 5"""," 65""",135, Southpaw," Dec 16, 1988",5.6,4.43,41.0,64.0,2.25,54.0,69.0,0.4
2247,Alberto Montes, 4-0-0,THE PROMISE," 5' 7""", --,135,," May 31, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,Steve Montgomery, 9-5-0,THE CREEPY WEASEL," 6' 4""", --,185, Southpaw," Dec 19, 1990",4.85,4.12,39.0,47.0,0.0,0.0,64.0,0.0
2249,James Moontasri, 9-5-0,MOON WALKER," 5' 10"""," 71""",170, Switch," Apr 10, 1988",2.39,3.86,48.0,40.0,0.0,0.0,79.0,0.2
2250,Homer Moore, 26-9-2,THE ROCK," 5' 10""", --,205, Orthodox," Nov 27, 1971",0.68,0.68,50.0,0.0,5.07,66.0,0.0,0.0
2251,Todd Moore, 16-7-0,," 5' 9"""," 71""",170, Southpaw," Dec 30, 1983",1.83,2.3,26.0,57.0,0.78,14.0,54.0,0.0
2252,Nate Moore, 8-4-0,," 6' 0""", --,170,, --,2.21,2.87,25.0,42.0,1.23,16.0,25.0,0.0
2253,Dustin Moore, 0-2-0,," 5' 4""", --,125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,Taylor Moore, 10-5-0,," 5' 10"""," 70""",135, Southpaw," Oct 16, 1993",0.2,2.07,75.0,42.0,0.0,0.0,25.0,0.0
2255,Sergio Moraes, 14-6-1,THE PANTHER," 6' 0"""," 72""",170, Orthodox," Jul 23, 1982",2.42,3.73,42.0,59.0,1.2,38.0,75.0,0.4
2256,Marlon Moraes, 23-8-1,MAGIC," 5' 6"""," 67""",135, Orthodox," Apr 26, 1988",3.38,4.11,39.0,56.0,1.0,41.0,66.0,0.4
2257,Sheymon Moraes, 11-4-0,," 5' 8"""," 72""",145, Orthodox," Oct 11, 1990",3.0,3.64,42.0,63.0,0.0,0.0,53.0,0.0
2258,John Moraga, 19-7-0,," 5' 6"""," 66""",125, Orthodox," Mar 20, 1984",2.57,2.55,43.0,56.0,0.62,23.0,44.0,1.1
2259,Ricardo Morais, 10-4-1,THE MUTANT," 6' 8""", --,270, Orthodox," Feb 26, 1967",2.86,2.39,37.0,53.0,0.0,0.0,0.0,0.0
2260,Leonardo Morales, 6-2-0,CHIMY," 5' 8""", --,135, Southpaw," Dec 22, 1992",2.05,2.05,47.0,58.0,0.0,0.0,62.0,0.0
2261,Albert Morales, 7-4-1,THE WARRIOR," 5' 9"""," 72""",135, Orthodox," May 25, 1991",3.81,3.96,35.0,56.0,0.91,35.0,70.0,0.2
2262,Joseph Morales, 9-2-0,," 5' 6"""," 69""",125, Switch," Aug 22, 1994",1.58,1.72,37.0,60.0,0.53,50.0,23.0,2.6
2263,Vince Morales, 9-5-0,VANDETTA," 5' 7"""," 70""",145, Orthodox," Nov 12, 1990",4.22,4.16,39.0,53.0,0.0,0.0,55.0,0.0
2264,Omar Morales, 11-1-0,VENEZUELAN FIGHTER," 5' 11"""," 73""",145, Orthodox," Oct 17, 1985",3.66,3.01,37.0,63.0,0.68,100.0,87.0,0.0
2265,Michael Morales, 11-0-0,JON JONES," 6' 3""", --,170,," Jun 24, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,Sarah Moras, 6-8-0,CHEESECAKE," 5' 7"""," 67""",135, Orthodox," Apr 30, 1988",2.28,3.58,34.0,50.0,0.67,21.0,33.0,0.8
2267,Christian Morecraft, 8-3-0,," 6' 6"""," 81""",260, Orthodox," Sep 08, 1986",2.82,2.46,34.0,46.0,3.26,66.0,50.0,2.2
2268,Joe Moreira, 2-2-0,," 5' 11""", --,195, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,Richardson Moreira, 7-4-0,RICK MONSTRO," 6' 2""", --,185, Orthodox," Mar 31, 1984",1.17,1.83,28.0,67.0,0.0,0.0,100.0,0.0
2270,Gisele Moreira, 8-3-0,," 5' 6""", --,135, Orthodox," Jan 14, 1981",5.93,6.33,42.0,48.0,4.0,57.0,0.0,0.0
2271,Vinicius Moreira, 9-5-0,MAMUTE," 6' 4"""," 76""",205, Orthodox," Feb 28, 1989",3.15,5.07,59.0,43.0,1.97,18.0,0.0,1.3
2272,Jesse Moreng, 9-1-0,ARTURO," 5' 7""", --,145, Orthodox," Nov 09, 1979",1.26,2.08,40.0,48.0,5.56,100.0,100.0,0.0
2273,Brandon Moreno, 19-5-2,THE ASSASSIN BABY," 5' 7"""," 70""",125, Orthodox," Dec 07, 1993",3.44,3.29,39.0,58.0,2.05,47.0,65.0,0.8
2274,Mike Moreno, 6-5-0,EL PALO DURO," 6' 0""", --,185,, --,1.27,1.07,51.0,58.0,0.0,0.0,44.0,0.0
2275,Dan Moret, 13-6-0,THE HITMAN," 6' 0"""," 73""",155, Southpaw," Nov 21, 1986",2.67,3.56,43.0,43.0,1.25,27.0,45.0,0.4
2276,Sammy Morgan, 18-12-0,THE SQUEEZE," 5' 10""", --,170, Orthodox," Sep 28, 1981",1.05,3.74,22.0,40.0,1.43,20.0,0.0,0.5
2277,Peggy Morgan, 4-4-0,THE DAYWALKER," 6' 1""", --,135,," Dec 16, 1979",2.27,8.2,23.0,33.0,0.0,0.0,50.0,0.0
2278,Alex Morono, 19-7-0 (1 NC),THE GREAT WHITE," 5' 11"""," 72""",170, Orthodox," Aug 16, 1990",5.05,3.69,42.0,56.0,0.43,25.0,52.0,0.4
2279,Maryna Moroz, 10-3-0,IRON LADY," 5' 7"""," 67""",125, Orthodox," Sep 08, 1991",4.09,4.15,31.0,53.0,0.56,18.0,47.0,0.4
2280,Sergey Morozov, 17-4-0,," 5' 6"""," 67""",135, Orthodox," Jun 14, 1989",2.41,2.45,42.0,64.0,3.81,37.0,58.0,0.0
2281,Brad Morris, 10-6-0,," 6' 2""", --,205, Orthodox," Nov 01, 1979",0.5,6.95,62.0,27.0,0.0,0.0,0.0,0.0
2282,Scott Morris, 2-1-0,," 5' 10""", --,210, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,Anthony Morrison, 20-12-0 (1 NC),CHEESESTEAK," 5' 7""", --,145, Orthodox," Mar 29, 1984",1.7,0.49,33.0,80.0,0.0,0.0,50.0,0.0
2284,Jack Morrison, 0-3-0,," 5' 11""", --,205,, --,0.0,19.31,0.0,40.0,0.0,0.0,0.0,0.0
2285,Harry Moskowitz, 6-12-0,DIRTY," 6' 5""", --,275, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,Juan Mott, 3-4-0,," 6' 0""", --,190, Switch, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,Nikolas Motta, 12-3-0,IRON," 5' 9"""," 70""",155, Orthodox," Feb 08, 1993",2.8,3.6,27.0,66.0,0.0,0.0,100.0,0.0
2288,Flavio Luiz Moura, 19-7-0,," 5' 11""", --,183, Open Stance, --,0.67,0.0,16.0,0.0,0.0,0.0,0.0,0.0
2289,Gegard Mousasi, 42-6-2,," 6' 2"""," 76""",185, Orthodox," Aug 01, 1985",3.75,1.21,50.0,68.0,1.59,60.0,59.0,1.1
2290,Kris Moutinho, 9-5-0,," 5' 7"""," 68""",135, Southpaw," Aug 09, 1992",4.81,15.81,32.0,27.0,0.0,0.0,0.0,0.0
2291,Kin Moy, 8-3-0,KONG," 5' 5""", --,135,, --,2.3,1.93,33.0,62.0,1.67,42.0,50.0,1.7
2292,Jamie Moyle, 4-3-0,," 5' 1"""," 65""",115, Orthodox," Mar 17, 1989",4.51,4.0,51.0,65.0,1.0,21.0,50.0,0.0
2293,Askar Mozharov, 21-8-0,NO MERCY," 6' 3""", --,205,," Oct 26, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,Su Mudaerji, 14-4-0,THE TIBETAN EAGLE," 5' 8"""," 72""",125, Southpaw," Jan 20, 1996",4.49,2.19,51.0,68.0,0.4,100.0,77.0,0.8
2295,Garrett Mueller, 3-3-0,," 5' 9""", --,135,," Jan 29, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,Lauren Mueller, 5-3-0,PRINCESS TIGER," 5' 5"""," 67""",125, Orthodox," Nov 15, 1991",4.08,3.77,41.0,58.0,0.7,50.0,71.0,0.0
2297,Belal Muhammad, 19-3-0 (1 NC),REMEMBER THE NAME," 5' 11"""," 72""",170, Orthodox," Jul 09, 1988",4.61,3.8,42.0,60.0,1.8,28.0,91.0,0.2
2298,Fazlo Mulabitinovic, 4-2-0,, --, --,135,, --,0.54,0.0,16.0,100.0,0.0,0.0,0.0,8.0
2299,Quinn Mulhern, 18-4-0,," 6' 3""", --,155, Orthodox," Sep 20, 1984",1.48,2.09,28.0,51.0,1.36,20.0,33.0,0.0
2300,James Mulheron, 11-2-0,," 5' 10"""," 73""",243, Orthodox," Feb 20, 1988",2.4,3.47,31.0,42.0,0.0,0.0,25.0,0.0
2301,Jamie Mullarkey, 13-4-0,," 6' 0"""," 74""",155, Orthodox," Aug 17, 1994",2.02,4.65,34.0,43.0,3.9,30.0,66.0,0.5
2302,Jim Mullen, 0-2-0,," 6' 1""", --,215, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,Pedro Munhoz, 19-5-0 (1 NC),THE YOUNG PUNISHER," 5' 6"""," 65""",135, Orthodox," Sep 07, 1986",5.6,5.87,43.0,58.0,0.68,21.0,80.0,0.8
2304,Andre Muniz, 21-4-0,SERGIPANO," 6' 1"""," 78""",185, Southpaw," Feb 17, 1990",2.16,1.9,58.0,45.0,3.12,40.0,40.0,2.3
2305,Mark Munoz, 14-6-0,THE FILIPINO WRECKING MACHINE," 6' 0"""," 71""",185, Orthodox," Feb 09, 1978",3.12,2.26,51.0,57.0,3.17,29.0,57.0,0.6
2306,Alexander Munoz, 6-2-0,," 5' 9"""," 72""",155, Switch," Feb 27, 1990",3.96,5.49,43.0,52.0,3.0,39.0,0.0,0.0
