,name,DOB,ufc_record,weight,stance,nickname,heightIN,reachIN
2021,Chance Farrar," Sep 11, 1975", 8-3-0 (1 NC),145,Southpaw,,69,69
2022,Kelly Faszholz," Apr 09, 1985", 4-2-0,135,Orthodox,,68,68
2023,Josh Ferguson," May 13, 1988", 10-5-0,125,Orthodox,TAZ,65,65
2024,CJ Fernandes," Nov 13, 1977", 14-8-3,170,Unknown,,74,74
2025,Bibiano Fernandes," Mar 30, 1980", 20-3-0,139,Orthodox,,67,67
2026,Alexandre Ferreira," Apr 25, 1979", 18-6-0,205,Orthodox,CACARECO,67,67
2027,Erisson Ferreira da Silva," May 03, 1991", 10-1-0,125,Unknown,GATO,67,67
2028,Scott Ferrozzo," Apr 26, 1965", 4-2-0,323,Orthodox,THE PITBULL,71,71
2029,Ron Fields," Nov 18, 1974", 28-32-1,200,Orthodox,KILLING,74,74
2030,Paulo Filho," May 24, 1978", 23-6-3,185,Southpaw,,68,68
2031,Jesse Finney," Jul 11, 1974", 5-1-0,170,Unknown,,72,72
2032,Luiz Firmino," Mar 18, 1982", 19-8-0,154,Orthodox,BUSCAPE,66,66
2033,Colin Fletcher," Jan 08, 1983", 14-8-0,155,Orthodox,THE FREAKSHOW,74,74
2034,AJ Fletcher," Feb 18, 1997", 7-0-0,170,Unknown,THE GHOST,69,69
2035,Sterling Ford," Mar 12, 1986", 15-7-0,155,Unknown,,70,70
2036,Codale Ford," May 13, 1979", 11-9-0,170,Unknown,CRUNCH TIME,69,69
2037,Xavier Foupa-Pokam," Jul 03, 1982", 32-22-0,185,Switch,PROFESSOR X,73,73
2038,Brandon Foxworth," Apr 28, 1979", 18-4-0,145,Orthodox,,71,71
2039,Francisco France," Jan 21, 1983", 13-5-1,205,Unknown,KIKO,72,72
2040,Ian Freeman," Nov 10, 1966", 20-7-1,225,Orthodox,THE MACHINE,71,71
2041,Jason Freeman," Sep 02, 1976", 6-4-0 (1 NC),225,Unknown,,74,74
2042,Willamy Freire," Jul 28, 1987", 26-6-0,155,Unknown,CHIQUERIM,68,68
2043,Donavon Frelow," Jan 20, 1985", 6-3-0,135,Orthodox,,67,67
2044,Clay French," Oct 07, 1980", 19-7-0,161,Southpaw,,67,67
2045,Mike French," May 29, 1975", 9-10-0,145,Unknown,,70,70
2046,Artem Frolov," Sep 07, 1991", 11-0-0,185,Unknown,,70,70
2047,Don Frye," Nov 23, 1965", 20-9-1 (1 NC),219,Orthodox,THE PREDATOR,73,73
2048,Tony Fryklund," Mar 26, 1971", 14-9-1,185,Orthodox,THE FREAK,72,72
2049,Jesse Fujarczyk," Jan 28, 1983", 2-2-0,225,Southpaw,THE RONIN,76,76
2050,Katsuhisa Fujii," Aug 15, 1972", 9-18-1,205,Orthodox,SHAMOJI,72,72
2051,Megumi Fujii," Apr 26, 1974", 26-3-0,113,Unknown,MEGA MEGU,63,63
2052,Kazuyuki Fujita," Oct 16, 1970", 15-12-0,235,Orthodox,IRONHEAD,72,72
2053,Travis Fulton," May 29, 1977", 253-53-10 (1 NC),240,Orthodox,THE IRONMAN,72,72
2054,Masakatsu Funaki," Mar 13, 1969", 39-13-2,185,Southpaw,,72,72
2055,Katsuaki Furuki," Nov 10, 1980", 1-1-0,168,Unknown,,72,72
2056,Gustavo Gabriel," Apr 01, 1994", 13-1-0,125,Orthodox,,66,66
2057,Alavutdin Gadjiev," Jun 23, 1982", 18-13-1,185,Orthodox,,74,74
2058,Sheila Gaff," Dec 29, 1989", 9-7-0,135,Orthodox,THE GERMAN TANK,65,65
2059,Muin Gafurov," May 17, 1996", 16-2-0,135,Unknown,TAJIK,67,67
2060,Travis Galbraith," May 18, 1981", 18-7-0,170,Orthodox,THE GLADIATOR,72,72
2061,Dave Galera," Jan 12, 1978", 5-1-0,135,Orthodox,SCARECROW,71,71
2062,Zelg Galesic," Feb 16, 1979", 11-9-0,185,Orthodox,BENKEI,74,74
2063,Tom Gallicchio," Sep 23, 1986", 19-10-0,170,Southpaw,DA TANK,70,70
2064,Andre Galvao," Sep 29, 1982", 5-2-0,168,Orthodox,,67,67
2065,Marcos Galvao," Jun 23, 1981", 18-8-1,135,Orthodox,LORO,67,67
2066,Joey Gambino," Oct 26, 1988", 9-2-0,145,Orthodox,THE RAGING WARRIOR,67,67
2067,Ariel Gandulla," May 07, 1968", 7-9-0 (1 NC),205,Orthodox,,71,71
2068,Fernie Garcia," Apr 12, 1992", 9-1-0,135,Unknown,,67,67
2069,Rulon Gardner," Aug 16, 1971", 1-0-0,265,Orthodox,,75,75
2070,David Gardner," May 17, 1977", 18-21-0,155,Orthodox,,71,71
2071,Ian Garry," Nov 17, 1997", 7-0-0,170,Unknown,THE FUTURE,75,75
2072,Azamat Gashimov," Apr 07, 1990", 8-3-0,125,Orthodox,,66,66
2073,Brian Gassaway," Aug 07, 1972", 29-20-2 (1 NC),170,Orthodox,,73,73
2074,Melissa Gatto," Feb 05, 1996", 6-0-2,135,Orthodox,,65,65
2075,Manuel Gaxhja," Jul 23, 1997", 7-0-0,145,Unknown,,70,70
2076,Paul Georgieff," Sep 22, 1982", 6-2-0,170,Orthodox,,74,74
2077,Brian Geraghty," Nov 04, 1980", 26-18-1,155,Orthodox,DUKE,67,67
2078,Tiki Ghosn," Feb 09, 1977", 10-7-1,170,Orthodox,,70,70
2079,James Giboo," Jan 06, 1978", 13-5-0,170,Orthodox,,71,71
2080,Lance Gibson," Nov 20, 1970", 4-5-0,185,Orthodox,FEARLESS,69,69
2081,Joseph Gigliotti," Aug 13, 1993", 7-2-0,185,Orthodox,CAPO,71,71
2082,Joey Gilbert," Jun 05, 1976", 2-3-0,155,Orthodox,,71,71
2083,Kultar Gill," Mar 24, 1979", 12-8-0,154,Orthodox,BLACK MAMBA,72,72
2084,Alex Gilpin," Mar 26, 1992", 11-1-0,145,Orthodox,,67,67
2085,Billy Giovanella," Aug 20, 1985", 9-5-0,125,Unknown,WOLVERINE,68,68
2086,Israel Giron," Jan 16, 1974", 19-5-0,155,Unknown,EL ROJO,68,68
2087,Brandon Girtz," Mar 06, 1985", 14-7-0,155,Unknown,COLD ROLL,67,67
2088,Clint Godfrey," Oct 21, 1982", 13-3-0,135,Southpaw,,66,66
2089,Allan Goes," Apr 20, 1971", 10-5-2,205,Orthodox,,72,72
2090,Sergio Gomez," Apr 29, 1982", 10-3-0,155,Orthodox,,66,66
2091,Ulysses Gomez," May 25, 1983", 9-5-0,125,Orthodox,USELESS,66,66
2092,Silvana Gomez Juarez," Jun 12, 1984", 6-2-0,125,Orthodox,LA MALVADA,63,63
2093,Nick Gonzalez," Mar 03, 1981", 17-12-0 (1 NC),155,Orthodox,THE GHOST,66,66
2094,Lewis Gonzalez," Sep 19, 1987", 11-3-0,170,Orthodox,LETHAL,70,70
2095,Pearl Gonzalez," Aug 12, 1986", 6-3-0,115,Orthodox,,64,64
2096,Gary Goodridge," Jan 17, 1966", 23-22-1,249,Orthodox,BIG DADDY,75,75
2097,Gerard Gordeau," Mar 30, 1959", 2-2-0,216,Orthodox,,77,77
2098,Tebaris Gordon," Jul 19, 1988", 3-1-0,265,Orthodox,BOOM,73,73
2099,Tim Gorman," Apr 29, 1983", 9-4-0,135,Southpaw,THE PSYCHO,65,65
2100,Todd Gouwenberg," Sep 25, 1974", 9-5-0,205,Orthodox,,73,73
2101,Royce Gracie," Dec 12, 1966", 15-2-3,175,Southpaw,,73,73
2102,Crosley Gracie," Jul 18, 1979", 2-2-0,190,Orthodox,,69,69
2103,Renzo Gracie," Mar 11, 1967", 13-7-1 (1 NC),185,Orthodox,,70,70
2104,Rickson Gracie," Nov 20, 1958", 11-0-0,185,Switch,,70,70
2105,Rodrigo Gracie," Apr 11, 1975", 6-2-1,183,Orthodox,,72,72
2106,Royler Gracie," Dec 06, 1965", 5-5-1,150,Southpaw,,68,68
2107,Ryan Gracie," Aug 14, 1974", 5-2-0,200,Orthodox,,69,69
2108,Ralek Gracie," Oct 04, 1985", 3-1-0,210,Orthodox,,74,74
2109,Rolles Gracie," Jul 14, 1978", 8-4-0,242,Orthodox,,76,76
2110,Igor Gracie," Feb 04, 1980", 5-4-0,170,Unknown,,71,71
2111,James Gray," Oct 25, 1987", 4-1-0,135,Orthodox,THE PHENOM,69,69
2112,Sam Greco," May 03, 1967", 3-1-1,205,Orthodox,,74,74
2113,Garrett Gross," Aug 08, 1988", 11-7-0,155,Orthodox,,69,69
2114,Neil Grove," Jan 18, 1971", 12-8-1,265,Orthodox,GOLIATH,78,78
2115,Nandor Guelmino," Dec 20, 1975", 11-5-1,230,Unknown,THE HUN,75,75
2116,Fabricio Guerreiro," Jul 24, 1990", 21-5-0 (1 NC),145,Unknown,,70,70
2117,Jason Guida," Aug 04, 1977", 19-28-0 (2 NC),214,Unknown,,70,70
2118,Chris Guillen," Dec 09, 1972", 13-16-0,240,Orthodox,,72,72
2119,Leonardo Guimaraes," Apr 15, 1982", 11-5-0 (1 NC),185,Orthodox,LELECO,72,72
2120,Andre Gusmao," May 19, 1977", 6-3-0,205,Orthodox,,72,72
2121,Justin Guthrie," Jan 19, 1981", 18-9-0,170,Unknown,,73,73
2122,Horacio Gutierrez," Sep 15, 1990", 4-3-0,145,Unknown,THE PUNISHER,70,70
2123,Jake Hadley," Aug 03, 1996", 7-0-0,125,Unknown,WHITE KONG,67,67
2124,Yazan Hajeh," Sep 04, 1992", 6-1-0,145,Orthodox,YAZZLE DAZZLE,69,69
2125,Stoney Hale," Oct 18, 1979", 5-3-0,--,Unknown,THE SKULLER,72,72
2126,Tony Halme," Jan 06, 1963", 0-4-0,300,Orthodox,,75,75
2127,Brandon Halsey," Sep 16, 1986", 9-3-0,185,Unknown,BULL,72,72
2128,John Halverson," Sep 08, 1972", 16-8-0 (1 NC),155,Southpaw,THE HURRICANE,69,69
2129,Kazuhiro Hamanaka," Oct 24, 1978", 5-7-1,185,Southpaw,,72,72
2130,James Hammortree," Nov 29, 1983", 6-3-0,185,Orthodox,THE SLEDGE,75,75
2131,Joachim Hansen," May 26, 1979", 23-14-1,150,Southpaw,HELLBOY,67,67
2132,Scott Harper," Apr 14, 1972", 12-7-0,185,Orthodox,,72,72
2133,Collin Hart," Oct 12, 1989", 6-3-1,185,Orthodox,,73,73
2134,Hidehiko Hasegawa," Jul 13, 1978", 19-20-6,170,Unknown,,69,69
2135,Chris Haseman," Jun 02, 1969", 20-17-0,205,Orthodox,THE HAMMER,71,71
2136,Takayo Hashi," Oct 02, 1977", 15-6-1,135,Orthodox,,64,64
2137,Justin Haskins," Aug 30, 1979", 7-6-0,170,Orthodox,,70,70
2138,Hayder Hassan," Oct 20, 1982", 6-3-0,170,Unknown,HULK,70,70
2139,Daiki Hata," Aug 24, 1982", 17-11-7,139,Orthodox,DJ TAIKI,66,66
2140,Justin Hawes," Jan 13, 1979", 6-9-0,205,Unknown,THE HAWK,71,71
2141,Tommy Hayden," Mar 11, 1986", 11-3-0,145,Southpaw,WILD CARD,69,69
2142,Josh Haynes," Jul 30, 1977", 14-11-0,170,Orthodox,BRING THE PAIN,69,69
2143,Ryan Healy," Jul 20, 1983", 25-14-1,155,Orthodox,THE IRISH ASSASSIN,73,73
2144,Chris Heatherly," Nov 24, 1987", 9-4-0 (1 NC),155,Orthodox,STUMP,69,69
2145,Delson Heleno," Nov 16, 1977", 29-10-0,185,Orthodox,PE DE CHUMBO,71,71
2146,Elisha Helsper," Feb 06, 1983", 0-4-0,135,Orthodox,KNUCKLES,66,66
2147,Josh Hendricks," Aug 28, 1976", 19-11-0 (1 NC),235,Southpaw,,74,74
2148,Cory Hendricks," May 10, 1988", 3-1-0,205,Unknown,,75,75
2149,Diego Henrique da Silva," Aug 22, 1986", 8-4-0 (1 NC),185,Orthodox,GAUCHO,74,74
2150,Ramiro Hernandez," Jul 22, 1986", 19-9-0,135,Orthodox,JUNIOR,69,69
2151,Carlos Hernandez," Oct 25, 1993", 6-1-0,125,Unknown,,65,65
2152,Conor Heun," Feb 11, 1979", 9-5-0,155,Orthodox,HURRICANE,70,70
2153,Richie Hightower," Nov 26, 1974", 8-4-0 (1 NC),170,Orthodox,THE DIRTY SAMURAI,68,68
2154,Tyler Hill," Aug 10, 1991", 8-2-0,170,Switch,,75,75
2155,Branden Lee Hinkle," Jul 29, 1973", 17-11-0 (1 NC),235,Orthodox,THE IRON LION,75,75
2156,Alan Hiro," Apr 04, 1986", 14-5-4,135,Orthodox,YAMANIHA,65,65
2157,Yuji Hisamatsu," Sep 18, 1971", 16-22-6,185,Unknown,,70,70
2158,Kwan Ho Kwak," Jun 18, 1989", 9-2-0,135,Switch,,65,65
2159,Bobby Hoffman," Oct 28, 1968", 36-10-1 (2 NC),245,Orthodox,THE TRUTH,74,74
2160,Sam Hoger," Jun 28, 1980", 10-4-0,205,Orthodox,THE ALASKAN ASSASSIN,74,74
2161,Sean Holden," Sep 17, 1984", 5-2-0,170,Unknown,,70,70
2162,Chris Holdsworth," Oct 24, 1987", 6-0-0,135,Unknown,,71,71
2163,Roger Hollett," Oct 08, 1978", 13-5-0,205,Orthodox,THE HULK,71,71
2164,Gabrielle Holloway," Apr 15, 1990", 6-5-0,145,Unknown,GABANATOR,63,63
2165,Jeremie Holloway," Sep 29, 1984", 8-3-0,170,Unknown,HIT EM,72,72
2166,Mark Holst," Aug 14, 1985", 12-6-0,155,Orthodox,BOOTS,72,72
2167,Satoshi Honma," May 19, 1968", 4-6-3,205,Orthodox,,73,73
2168,Jamey-Lyn Horth," Mar 30, 1990", 4-0-0,125,Unknown,,67,67
2169,Matt Horwich," Oct 02, 1978", 30-25-1,185,Orthodox,SUAVE,73,73
2170,John Hosman," Nov 13, 1980", 18-8-1,135,Southpaw,,70,70
2171,Brian Houston," Apr 26, 1981", 4-6-0,185,Orthodox,B-HUE,74,74
2172,Shane Howell," Nov 28, 1983", 13-10-0,125,Orthodox,,68,68
2173,Alex Huddleston," Aug 11, 1986", 6-2-0,254,Unknown,THE SHAVED GORILLA,79,79
2174,Mark Hughes," Oct 13, 1973", 6-2-0,205,Southpaw,,69,69
2175,David Hulett," Sep 07, 1980", 22-10-0,170,Unknown,HOLLYWOOD,70,70
2176,Adam Hunter," Oct 16, 1983", 7-1-0,185,Orthodox,WARHAMMER,73,73
2177,Joe Hurley," Jun 24, 1978", 12-5-0,155,Unknown,,68,68
2178,Solomon Hutcherson," Aug 31, 1972", 11-7-0 (1 NC),185,Southpaw,KING,71,71
2179,Fabiano Iha," Jul 28, 1970", 9-5-0,155,Orthodox,,68,68
2180,Seichi Ikemoto," Aug 24, 1975", 21-19-5,168,Orthodox,,71,71
2181,Mikhail Iloukhine," Nov 21, 1966", 30-11-1,205,Orthodox,,69,69
2182,Masakazu Imanari," Feb 10, 1976", 36-16-2,139,Southpaw,,64,64
2183,Brad Imes," Mar 13, 1977", 13-7-0,265,Orthodox,HILLBILLY HEARTTHROB,79,79
2184,Chris Indich," Apr 22, 1987", 6-4-0,170,Unknown,,70,70
2185,Guto Inocente," May 29, 1986", 7-4-0,205,Orthodox,,75,75
2186,Enson Inoue," Apr 15, 1967", 12-8-0,210,Orthodox,YAMATO DAMASHII,70,70
2187,Egan Inoue," Jul 04, 1965", 13-8-0,190,Southpaw,,69,69
2188,Katsuya Inoue," Aug 10, 1979", 19-9-4,168,Southpaw,,69,69
2189,Takeshi Inoue," Mar 18, 1980", 23-10-0,145,Unknown,LION,68,68
2190,Jason Ireland," Dec 30, 1979", 19-9-1,161,Southpaw,THE IRISH TORNADO,69,69
2191,Eric Irvin," Jan 10, 1986", 11-4-0,155,Unknown,,68,68
2192,Mitsuhiro Ishida," Dec 29, 1978", 20-8-1,154,Southpaw,THE ENDLESS WARRIOR,66,66
2193,Satoshi Ishii," Dec 19, 1986", 15-8-1,240,Orthodox,,71,71
2194,Eiji Ishikawa," Oct 12, 1979", 29-24-3,170,Unknown,,70,70
2195,Tokimitsu Ishizawa," Aug 05, 1968", 1-5-1,185,Orthodox,KENDO KA SHIN,72,72
2196,Wallid Ismail," Feb 23, 1968", 9-3-0,205,Orthodox,,67,67
2197,Yoislandy Izquierdo," Jan 09, 1984", 10-4-0,155,Southpaw,CUBA,71,71
2198,Eugene Jackson," Sep 23, 1966", 15-9-1,185,Orthodox,THE WOLF,68,68
2199,Jeremy Jackson," Sep 19, 1982", 9-5-0,170,Orthodox,SCORPION,70,70
2200,Mike Jackson," Mar 22, 1985", 0-1-0 (1 NC),170,Orthodox,THE TRUTH,74,74
2201,Justin James," Nov 08, 1976", 13-7-0,155,Orthodox,,70,70
2202,Nate James," May 29, 1978", 14-8-1,185,Unknown,,72,72
2203,Josh Janousek," Sep 25, 1980", 8-1-0,185,Orthodox,,71,71
2204,Jaime Jara," Aug 02, 1969", 38-18-0 (1 NC),205,Southpaw,EL CUCUI,73,73
2205,Brock Jardine," Jul 10, 1985", 12-6-0,170,Orthodox,THE MACHINE,71,71
2206,Jasmine Jasudavicius," Mar 01, 1989", 5-1-0,125,Unknown,,67,67
2207,Bubba Jenkins," Feb 05, 1988", 11-4-0,145,Unknown,THE HIGHLIGHT KID,67,67
2208,Adrienna Jenkins," Jul 22, 1981", 19-6-0,145,Unknown,AJ,68,68
2209,Kyle Jensen," Jul 20, 1979", 4-11-2,170,Orthodox,,69,69
2210,Chan-Mi Jeon," Aug 28, 1997", 5-2-0,115,Orthodox,,65,65
2211,Maciej Jewtuszko," Jan 31, 1981", 12-3-0,155,Southpaw,IROKEZ,72,72
2212,Ronald Jhun," Sep 21, 1970", 24-26-2,170,Orthodox,THE MACHINE GUN,71,71
2213,Art Jimmerson," Aug 04, 1963", 0-1-0,196,Orthodox,,73,73
2214,Phil Johns," Oct 22, 1968", 30-14-1,170,Southpaw,,62,62
2215,Dashon Johnson," Jan 25, 1988", 9-2-0,145,Orthodox,FLYBOY,67,67
2216,Paul Jones," Jun 16, 1963", 11-1-1,199,Orthodox,,69,69
2217,Nathan Jones," Aug 21, 1970", 0-1-0,345,Orthodox,,83,83
2218,Marcus Jones," Aug 15, 1973", 4-2-0,265,Orthodox,THE DARKNESS,78,78
2219,Tito Jones," Jul 31, 1981", 11-8-0,145,Southpaw,,68,68
2220,Justin Jones," Sep 06, 1987", 9-2-0,185,Orthodox,BLACK DYNAMITE,71,71
2221,Chris Jones," Nov 16, 1981", 10-5-0,149,Unknown,LIONHEART,69,69
2222,Antonio Jones," Apr 12, 1985", 6-1-0,185,Orthodox,DOOMSDAY,71,71
2223,Kevin Jordan," Dec 31, 1970", 11-9-0,245,Orthodox,THE SHAMAN,75,75
2224,Joe Jordan," Jul 27, 1978", 49-14-2,155,Orthodox,,66,66
2225,Dwight Joseph," Aug 16, 1989", 5-0-0,135,Switch,,66,66
2226,Jeff Joslin," Apr 30, 1975", 5-3-0,170,Orthodox,THE INFERNO,72,72
2227,Mike Joy," Jul 18, 1985", 11-8-0,155,Southpaw,,66,66
2228,Jesse Juarez," May 08, 1981", 23-12-0,170,Orthodox,,73,73
2229,Bu-Kyung Jung," May 26, 1978", 0-4-0,154,Orthodox,,67,67
2230,Young Sam Jung," Oct 27, 1985", 4-8-0,139,Orthodox,,68,68
2231,Scott Junk," Dec 17, 1978", 8-3-1 (1 NC),265,Orthodox,,73,73
2232,Emily Kagan," Jul 14, 1981", 3-3-0,115,Unknown,,63,63
2233,Oron Kahlon," Jan 03, 1981", 12-0-0,145,Unknown,,68,68
2234,Sirwan Kakai," Oct 03, 1989", 12-5-0,135,Orthodox,ZOHAN,65,65
2235,Hiromitsu Kanehara," Oct 05, 1970", 19-27-5,200,Orthodox,,70,70
2236,David Kaplan," Nov 16, 1979", 3-4-0,155,Orthodox,DIAMOND,67,67
2237,Georgi Karakhanyan," May 29, 1985", 26-7-1,145,Unknown,INSANE,68,68
2238,Yusuke Kasuya," Nov 16, 1989", 9-3-0,155,Southpaw,,67,67
2239,Hisaki Kato," Sep 17, 1982", 8-2-0,185,Unknown,,72,72
2240,Yusuke Kawaguchi," Aug 14, 1980", 18-12-0,255,Unknown,,72,72
2241,Canaan Kawaihae," Aug 26, 1997", 4-1-0 (1 NC),145,Southpaw,,72,72
2242,Ryo Kawamura," Jun 29, 1981", 18-9-4,205,Orthodox,,71,71
2243,Julie Kedzie," Mar 18, 1981", 16-13-0,135,Orthodox,,65,65
2244,Ryan Keenan," Jun 15, 1985", 6-2-0,170,Unknown,,70,70
2245,CJ Keith," Aug 09, 1986", 8-4-0,155,Orthodox,,72,72
2246,Mayana Kellem," Jul 07, 1981", 7-1-0,135,Orthodox,,65,65
2247,John Kelly," Aug 02, 1978", 5-4-0,170,Unknown,,69,69
2248,Steve Kennedy," Mar 07, 1983", 24-8-0,170,Orthodox,THE STEAMROLLA,71,71
2249,Mark Kerr," Dec 21, 1968", 15-11-0 (1 NC),266,Switch,THE SMASHING MACHINE,75,75
2250,Adam Khaliev," Apr 16, 1984", 6-0-0,170,Orthodox,,72,72
2251,Sergei Kharitonov," Aug 18, 1980", 26-6-0,245,Orthodox,,72,72
2252,Akira Kikuchi," Jul 23, 1978", 16-4-0,155,Orthodox,,68,68
2253,Sanae Kikuta," Sep 10, 1971", 31-9-3 (1 NC),200,Orthodox,,69,69
2254,Min Soo Kim," Jan 22, 1975", 3-7-0,255,Southpaw,,73,73
2255,Jong Man Kim," Mar 03, 1978", 23-11-3 (1 NC),139,Orthodox,SPECIAL FORCE,67,67
2256,Taiei Kin," Jul 08, 1970", 6-3-0,185,Orthodox,,71,71
2257,Mike King," Aug 04, 1983", 5-1-0,185,Unknown,,75,75
2258,Koji Kitao," Oct 12, 1963", 1-2-0,350,Southpaw,,79,79
2259,Satoru Kitaoka," Feb 04, 1980", 40-14-9,154,Unknown,,66,66
2260,Seth Kleinbeck," Jul 25, 1973", 8-4-0,185,Unknown,MASS DESTRUCTION,74,74
2261,Michael Knaap," Feb 27, 1984", 18-22-3,220,Orthodox,HAMMER,74,74
2262,Kevin Knabjian," Jul 05, 1984", 12-7-1,170,Orthodox,,70,70
2263,Isao Kobayashi," Oct 28, 1988", 21-4-4,145,Unknown,,68,68
2264,Kelly Kobold," Feb 25, 1983", 19-3-1,135,Orthodox,BLOOD RED,66,66
2265,Brad Kohler," May 26, 1964", 12-15-0,220,Orthodox,,69,69
2266,Charlie Kohler," Jul 16, 1976", 8-4-1,155,Orthodox,,69,69
2267,Tsuyoshi Kohsaka," Mar 06, 1970", 27-19-2,225,Orthodox,TK,71,71
2268,John Kolosci," Nov 26, 1974", 15-9-0,185,Orthodox,,71,71
2269,Yuki Kondo," Jul 17, 1975", 60-33-9,183,Southpaw,,71,71
2270,Andrei Kopylov," Jul 16, 1965", 6-11-0,265,Orthodox,,74,74
2271,Andrey Koreshkov," Aug 23, 1990", 19-2-0,170,Unknown,SPARTAN,72,72
2272,Pascal Krauss," Apr 19, 1987", 11-2-0,170,Orthodox,PANZER,73,73
2273,Jorgen Kruth," May 08, 1974", 5-0-0,205,Unknown,THE LAST VIKING,74,74
2274,Rizvan Kuniev," Mar 10, 1992", 9-2-1,260,Unknown,,76,76
2275,Leo Kuntz," Oct 03, 1983", 18-4-1,155,Orthodox,THE LION,70,70
2276,Tsuyoshi Kurihara," Jul 13, 1973", 10-8-2,185,Orthodox,,70,70
2277,Eldari Kurtanidze," Apr 16, 1972", 0-1-0,235,Orthodox,,66,66
2278,Kaleo Kwan," Aug 01, 1970", 11-16-0,155,Unknown,LEO BOY,67,67
2279,Achmed Labasanov," Apr 24, 1978", 7-4-0,215,Orthodox,,75,75
2280,Daniel Lacerda," Jun 05, 1996", 10-1-0,125,Unknown,MIOJO,66,66
2281,Ben Lagman," Sep 04, 1986", 6-5-0,185,Unknown,BAD NEWS,74,74
2282,Tina Lahdemaki," May 28, 1988", 5-1-0,115,Orthodox,JELLY BEAN,62,62
2283,Yohan Lainesse," Aug 14, 1992", 7-0-0,170,Unknown,WHITE LION,73,73
2284,Tim Lajcik," Jun 21, 1965", 7-6-1,225,Orthodox,THE BOHEMIAN,73,73
2285,Sean Lally," Nov 04, 1990", 7-3-0,170,Orthodox,THE UNPREDICTABLE ONE,72,72
2286,Jose Landi-Jons," Sep 09, 1973", 29-16-0,170,Orthodox,PELE,71,71
2287,Austen Lane," Nov 09, 1987", 2-1-0,245,Orthodox,,78,78
2288,Jeremy Lang," May 11, 1975", 21-2-0,205,Southpaw,,71,71
2289,Anthony Lapsley," Feb 13, 1980", 23-7-0 (2 NC),170,Southpaw,THE RECIPE,69,69
2290,Icho Larenas," Mar 12, 1980", 6-5-0,235,Orthodox,,75,75
2291,Dan Lauzon," Mar 30, 1988", 17-6-0,155,Orthodox,THE UPGRADE,70,70
2292,Chatt Lavender," May 24, 1976", 9-7-0,170,Unknown,,68,68
2293,Jerome LeBanner," Dec 26, 1972", 3-2-0,265,Southpaw,,75,75
2294,Stephen Ledbetter," Jun 30, 1982", 8-3-0,145,Orthodox,,69,69
2295,James Lee," Sep 22, 1973", 15-3-0 (1 NC),205,Southpaw,,71,71
2296,Eun Soo Lee," Mar 07, 1982", 17-4-0 (1 NC),215,Orthodox,,73,73
2297,Tae Hyun Lee," Jan 17, 1975", 1-2-0,295,Orthodox,,78,78
2298,Tommy Lee," Jan 20, 1977", 25-6-0 (1 NC),145,Orthodox,,67,67
2299,Rocky Lee," Apr 08, 1987", 3-2-0,145,Orthodox,,69,69
2300,Sherron Leggett," Oct 27, 1978", 21-6-0,155,Southpaw,ROB ROY,68,68
2301,Stefan Leko," Jun 03, 1974", 0-3-0,215,Orthodox,BLITZ,74,74
2302,Jean Francois Lenogue," Nov 29, 1972", 16-17-3,185,Orthodox,,72,72
2303,Anthony Leone," May 27, 1987", 15-8-0,135,Orthodox,,66,66
2304,Chad Leonhardt," Feb 19, 1980", 9-4-0,170,Unknown,THE BOSS,72,72
2305,Kimo Leopoldo," Jan 05, 1968", 10-7-1,235,Orthodox,,75,75
2306,Frank Lester," Jun 10, 1984", 11-6-0 (1 NC),170,Orthodox,,71,71
2307,Justin Levens," Apr 18, 1980", 10-7-0,185,Orthodox,THE EXECUTIONER,71,71
2308,Brandon Lewis," Aug 02, 1997", 5-0-0,135,Unknown,,64,64
2309,Chi Lewis-Parry," Aug 10, 1983", 7-0-1 (2 NC),243,Unknown,CHOPPER,81,81
2310,Zach Light," Feb 06, 1974", 9-11-0,170,Orthodox,,68,68
2311,Scott Lighty," Oct 15, 1978", 6-2-0,205,Unknown,,74,74
2312,Jae Suk Lim," Nov 09, 1979", 17-6-0,170,Orthodox,,69,69
2313,Douglas Lima," Jan 05, 1988", 29-6-0,170,Unknown,THE PHENOM,73,73
2314,Mabelly Lima," Jan 25, 1994", 7-1-0,135,Orthodox,,62,62
2315,Jake Lindsey," Jun 21, 1986", 12-7-0,155,Switch,THE LIBRARIAN,71,71
2316,Lucio Linhares," Dec 08, 1973", 19-8-0,185,Orthodox,,74,74
2317,Abner Lloveras," Sep 04, 1982", 20-9-1,155,Unknown,SKULLMAN,71,71
2318,John Lober," Feb 26, 1968", 5-9-4,199,Orthodox,THE MACHINE,71,71
2319,Sean Loeffler," May 23, 1982", 31-5-0,185,Orthodox,THE DESTROYER,75,75
2320,Ange Loosa," Mar 18, 1994", 7-1-0,170,Unknown,,69,69
2321,Lucas Lopes," Oct 05, 1979", 29-19-0,185,Unknown,,74,74
2322,Dileno Lopes," Sep 26, 1984", 19-3-0,135,Unknown,,65,65
2323,Steve Lopez," Jul 30, 1984", 13-6-1,155,Orthodox,,71,71
2324,Jorge Lopez," Nov 21, 1988", 11-5-0,170,Orthodox,,70,70
2325,Christopher Lopez," Jan 30, 1986", 9-1-0 (1 NC),170,Unknown,,70,70
2326,Nate Loughran," Jul 28, 1980", 11-2-0,185,Orthodox,,74,74
2327,Ian Loveland," Sep 07, 1983", 18-10-0,145,Orthodox,THE BARN OWL,68,68
